policy_deductible,policy_annual_premium,insured_age,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,claim_amount,total_claim_amount,incident_year,incident_month,incident_day_of_week,claim_ratio,premium_per_deductible,is_total_loss,policy_state_FL,policy_state_GA,policy_state_IL,policy_state_MI,policy_state_NC,policy_state_NY,policy_state_OH,policy_state_PA,policy_state_TX,insured_sex_MALE,insured_sex_OTHER,insured_education_level_High School,insured_education_level_Masters,insured_education_level_PhD,insured_occupation_Doctor,insured_occupation_Engineer,insured_occupation_Lawyer,insured_occupation_Manager,insured_occupation_Sales,insured_occupation_Teacher,insured_occupation_Technician,insured_hobbies_chess,insured_hobbies_hiking,insured_hobbies_movies,insured_hobbies_paintball,insured_hobbies_reading,insured_hobbies_yachting,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear,collision_type_Side,collision_type_Unknown,incident_severity_Minor Damage,incident_severity_Total Loss,authorities_contacted_Fire,authorities_contacted_Police,incident_state_FL,incident_state_GA,incident_state_IL,incident_state_MI,incident_state_NC,incident_state_NY,incident_state_OH,incident_state_PA,incident_state_TX
-0.6500702384207284,1.4577325515515942,1.6459594670880677,-0.7982841712652158,-1.351441238757518,1.4183258714735445,-1.4667222123483339,1.006621924464275,-0.401491326151787,-0.15367291022518106,-0.5909967161821245,-0.13747253734235215,0.004346474821205362,-0.7444104148817358,0.800667349020993,1.402835051330904,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.0494171648591815,-0.7557637025077344,1.6459594670880677,-1.6683486631074125,0.439812501753463,1.4183258714735445,1.4612566518019203,-0.993421636958882,1.167300294443326,0.7497824964715714,1.0509648957330793,-1.0043817554485528,1.5031308959264764,0.8966675602407078,0.30851241055265455,1.402835051330904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6500702384207284,0.7529197617758098,-1.1072951724271944,0.3618018178577134,1.3354393720089535,1.4183258714735445,-0.8811264395182832,-0.993421636958882,-0.013344582440577422,-0.3389121344513466,1.0509648957330793,-1.5823212341860198,1.5031308959264764,0.9213910700491357,0.49081203025018344,1.402835051330904,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.14862361445617775,-1.6471310274301667,-0.5686149168698605,1.5218878069806425,0.439812501753463,0.7100129112889937,1.4612566518019203,-0.993421636958882,0.35686135734679586,0.2058107783956601,-0.5909967161821245,-0.13747253734235215,-1.4944379462840656,0.394978346872961,-0.9146534211044232,1.402835051330904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5479705408946308,1.5629359428974188,-0.9277350872414164,0.941844812419178,1.3354393720089535,0.0016999511044428922,0.8756608789718694,-0.993421636958882,1.6655067958729395,1.6049821754296496,-0.5909967161821245,-0.4264422767110857,-0.9948431392489753,0.30091576250532714,-0.20832963832674237,-0.7128421827293775,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.5479705408946308,-0.1369495959094965,-0.8678817255128238,1.2318663096999103,-0.45581436850202756,1.4183258714735445,1.4612566518019203,-0.993421636958882,0.25050771659836507,-0.1389705489287763,1.0509648957330793,-1.0043817554485528,-0.9948431392489753,1.0457475426417309,-0.6353679207040007,-0.7128421827293775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0494171648591815,0.7802288567911009,-0.9875884489700091,0.6518233151384457,1.3354393720089535,-1.4149259692646587,0.2900651061418186,1.006621924464275,0.8845689722069114,0.894606588382373,-0.5909967161821245,1.596345898870049,0.004346474821205362,0.135272980869196,1.2088658490736113,-0.7128421827293775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5479705408946308,0.909630180428954,-1.0474418106986016,-0.9432949199055819,-1.351441238757518,0.7100129112889937,1.4612566518019203,-0.993421636958882,-0.5598663596802127,-0.6381039063875508,1.0509648957330793,1.018406420132582,1.5031308959264764,0.05317885939760092,-0.3724504360526341,-0.7128421827293775,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.2507233119822753,-0.41879789298713715,0.8678657646163631,1.5218878069806425,-1.351441238757518,1.4183258714735445,1.4612566518019203,1.006621924464275,-1.3906369006181238,-1.4523364386908997,-2.2329583280973284,1.3073761595013154,1.5031308959264764,-1.0910628343060234,-0.34251134432567193,1.402835051330904,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5479705408946308,0.8676486883731,-1.6459754279845282,0.7968340637788118,0.439812501753463,0.7100129112889937,-1.4667222123483339,-0.993421636958882,1.199969029215685,0.4555688126112449,-0.5909967161821245,-0.4264422767110857,-0.9948431392489753,1.625989222628244,-0.38299685453193305,-0.7128421827293775,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
